ProductNo,category,sub_category,product,brand,market_price,rating
,Baby Care,Diapers & Wipes,,Mamypoko,,3.5
,"Foodgrains, Oil & Masala",Organic Staples,,PRISTINE,,3.7
,Baby Care,Diapers & Wipes,,Mamypoko,,4.1
,Beauty & Hygiene,Health & Medicine,,3BO,,1
,Beauty & Hygiene,Skin Care,,Mirabelle,,3.9
,Beauty & Hygiene,Fragrances & Deos,,Yardley London,,3.8
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,Fresho Signature,,
,Beauty & Hygiene,Skin Care,,Natures Essence,,
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Prestige,,2.3
,Baby Care,Baby Bath & Hygiene,,Pigeon,,
,Baby Care,Diapers & Wipes,,Pampers ,,4.3
,Cleaning & Household,Bins & Bathroom Ware,,Flair,,
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,bb Royal,,
,"Foodgrains, Oil & Masala",Dals & Pulses,,Tata Sampann,,4.2
,Cleaning & Household,Detergents & Dishwash,,Vim,,4.4
,Gourmet & World Food,Oils & Vinegar,,Sol,,
,Gourmet & World Food,Chocolates & Biscuits,,Fini,,1
,Cleaning & Household,Stationery,,Luxor,,
,Beauty & Hygiene,Skin Care,,Loreal Paris,,3.7
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Asian,,1
,Snacks & Branded Foods,Snacks & Namkeen,,PIPO,,3
,"Bakery, Cakes & Dairy",Dairy,,Nandini,,4.2
,Beauty & Hygiene,Skin Care,,ColorBar,,5
,Gourmet & World Food,Cooking & Baking Needs,,By Nature,,4
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Kissan,,4.3
,Beauty & Hygiene,Fragrances & Deos,,Park avenue,,3.4
,Gourmet & World Food,"Pasta, Soup & Noodles",,bb Combo,,
,Cleaning & Household,Fresheners & Repellents,,Good knight,,4.2
,"Bakery, Cakes & Dairy",Cakes & Pastries,,The Baker's Dozen,,3.5
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,3.9
,"Kitchen, Garden & Pets",Storage & Accessories,,Mastercook,,4
,Gourmet & World Food,"Pasta, Soup & Noodles",,BORGES,,4.3
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Corelle,,5
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,True Elements,,
,Beauty & Hygiene,Bath & Hand Wash,,Fiama,,4.3
,Gourmet & World Food,Cooking & Baking Needs,,Puramate,,
,Gourmet & World Food,Chocolates & Biscuits,,Samudra,,4.2
,Cleaning & Household,Pooja Needs,,Arham,,4.6
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Tasties,,
,Baby Care,Baby Accessories,,Chicco,,4.5
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Pasabahce,,4.8
,"Kitchen, Garden & Pets",Steel Utensils,,Neelam,,3.5
,Snacks & Branded Foods,Ready To Cook & Eat,,Chings,,3.9
,"Kitchen, Garden & Pets",Storage & Accessories,,Asian,,3.5
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,3.9
,Fruits & Vegetables,Cuts & Sprouts,,Fresho,,
,Snacks & Branded Foods,Breakfast Cereals,,Soulfull,,4.2
,Gourmet & World Food,"Pasta, Soup & Noodles",,Barilla,,4.1
,Cleaning & Household,"Mops, Brushes & Scrubs",,Aarna,,3.1
,Gourmet & World Food,Drinks & Beverages,,Chymey,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Cello,,3.8
,Gourmet & World Food,Drinks & Beverages,,Fruitoria,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Graminway,,4.1
,Snacks & Branded Foods,Ready To Cook & Eat,,HappyChef,,
,Beauty & Hygiene,Skin Care,,BodyHerbals,,5
,"Kitchen, Garden & Pets",Kitchen Accessories,,Anjali,,3.4
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Iveo ,,
,Gourmet & World Food,Tinned & Processed Food,,Hugo Reitzel ,,4.1
,Beauty & Hygiene,Skin Care,,Mamaearth,,3.4
,Cleaning & Household,Fresheners & Repellents,,Khushbu,,4
,Beverages,Energy & Soft Drinks,,Red Bull,,4.3
,Cleaning & Household,All Purpose Cleaners,,Bloo,,
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,4.4
,Baby Care,Baby Accessories,,Pigeon Baby,,3
,"Foodgrains, Oil & Masala",Dals & Pulses,,Safe Harvest,,4.2
,Beauty & Hygiene,Skin Care,,Monika Chandra,,
,Cleaning & Household,All Purpose Cleaners,,ELBOW GREASE,,
,Gourmet & World Food,Cooking & Baking Needs,,Health 1st,,
,Beverages,Coffee,,RISE UP ,,4
,"Bakery, Cakes & Dairy",Dairy,,Tasty Fresh,,4
,Beauty & Hygiene,Health & Medicine,,Bixa Botanical,,
,Beauty & Hygiene,Oral Care,,Oral-B,,4.3
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Rostaa,,3.5
,Beauty & Hygiene,Oral Care,,Listerine,,4.4
,Beauty & Hygiene,Health & Medicine,,Jiva Ayurveda,,
,Gourmet & World Food,Cooking & Baking Needs,,Puramate,,5
,"Foodgrains, Oil & Masala",Rice & Rice Products,,bb Royal,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Annapoorna,,4.1
,Snacks & Branded Foods,Snacks & Namkeen,,Garden,,4.3
,Gourmet & World Food,Drinks & Beverages,,Cambridge Tea Party,,
,Beauty & Hygiene,Men's Grooming,,Vi-john,,3
,Gourmet & World Food,Drinks & Beverages,,TWG Tea,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,True Elements,,1
,Snacks & Branded Foods,Snacks & Namkeen,,Avean,,4.1
,Beauty & Hygiene,Skin Care,,BIOTIQUE,,4
,"Bakery, Cakes & Dairy",Dairy,,Nandini,,4
,"Foodgrains, Oil & Masala",Masalas & Spices,,Cambay Tiger,,
,Gourmet & World Food,Drinks & Beverages,,Twinings,,
,Fruits & Vegetables,Organic Fruits & Vegetables,,Fresho,,
,Beverages,Energy & Soft Drinks,,Kinley,,4.2
,Cleaning & Household,Stationery,,Pilot,,3.3
,Gourmet & World Food,Dairy & Cheese,,London Dairy,,
,Beauty & Hygiene,Bath & Hand Wash,,Dettol,,4.2
,Beauty & Hygiene,Oral Care,,Aquawhite,,4.3
,Beauty & Hygiene,Health & Medicine,,ORGANIC INDIA,,4.8
,Cleaning & Household,Bins & Bathroom Ware,,Nakoda,,1.8
,Beauty & Hygiene,Oral Care,,Close Up,,4.3
,Snacks & Branded Foods,Biscuits & Cookies,,Nestle ,,4.3
,"Foodgrains, Oil & Masala",Masalas & Spices,,bb Royal,,4.1
,Cleaning & Household,Bins & Bathroom Ware,,DP,,4
,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",,MAGGI ,,4.3
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Temptations,,5
,Cleaning & Household,Detergents & Dishwash,,Ezee ,,4.2
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Dr. Oetker,,4.6
,"Kitchen, Garden & Pets",Storage & Accessories,,Flair,,3.5
,"Kitchen, Garden & Pets",Storage & Accessories,,Laplast,,3.6
,Gourmet & World Food,Oils & Vinegar,,bb Combo,,
,Beauty & Hygiene,Skin Care,,Swati Khadi,,
,Beauty & Hygiene,Skin Care,,The Beauty Co.,,
,"Kitchen, Garden & Pets",Appliances & Electricals,,Energizer,,4
,"Foodgrains, Oil & Masala",Organic Staples,,bb Royal,,
,Beauty & Hygiene,Skin Care,,Aroma Magic ,,
,Beauty & Hygiene,Skin Care,,Natures Essence,,4.5
,Beauty & Hygiene,Skin Care,,Soulflower,,4.3
,Beauty & Hygiene,Oral Care,,Close Up,,4.3
,"Eggs, Meat & Fish",Eggs,,Mpm,,
,Beauty & Hygiene,Feminine Hygiene,,Sirona,,1
,Gourmet & World Food,"Sauces, Spreads & Dips",,Hersheys ,,
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Prestige,,4.3
,Gourmet & World Food,"Sauces, Spreads & Dips",,Wingreens Farms,,4.1
,"Bakery, Cakes & Dairy",Cakes & Pastries,,BHealthy,,2.8
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Royal,,4
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,3.4
,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",,Grabenord,,2.7
,"Kitchen, Garden & Pets",Kitchen Accessories,,H&B,,
,Snacks & Branded Foods,Ready To Cook & Eat,,Morton,,
,Beauty & Hygiene,Skin Care,,Khadi Meghdoot ,,5
,Beauty & Hygiene,Health & Medicine,,Baidyanath,,
,Beauty & Hygiene,Oral Care,,Colgate,,4
,Beauty & Hygiene,Skin Care,,Mirabelle,,4
,Beauty & Hygiene,Skin Care,,Patanjali,,4.1
,Beauty & Hygiene,Men's Grooming,,Beardo,,2
,Beauty & Hygiene,Skin Care,,Lever Ayush,,4
,Beauty & Hygiene,Hair Care,,Jeva,,4
,Beauty & Hygiene,Fragrances & Deos,,Fogg ,,4.6
,Beauty & Hygiene,Bath & Hand Wash,,Pears,,4.3
,Snacks & Branded Foods,Breakfast Cereals,,On The Run,,3
,"Kitchen, Garden & Pets",Steel Utensils,,Steel Lock,,4
,"Kitchen, Garden & Pets",Steel Utensils,,Classic Essentials,,
,Baby Care,Baby Food & Formula,,Early Foods,,4.3
,Beauty & Hygiene,Men's Grooming,,USTRAA,,5
,Beauty & Hygiene,Fragrances & Deos,,Ajmal,,4
,Beverages,Energy & Soft Drinks,,Bisleri ,,4.2
,Beauty & Hygiene,Men's Grooming,,Park avenue,,4
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Royal,,3.9
,Gourmet & World Food,"Sauces, Spreads & Dips",,Jus Amazin,,
,Cleaning & Household,Party & Festive Needs,,Origami,,4.1
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Kennel kitchen ,,5
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Nourish Organics,,
,"Kitchen, Garden & Pets",Appliances & Electricals,,Panasonic,,4.1
,Gourmet & World Food,Drinks & Beverages,,Americano,,
,Beauty & Hygiene,Health & Medicine,,3BO,,3.3
,Beauty & Hygiene,Health & Medicine,,Friends,,4.4
,"Kitchen, Garden & Pets",Crockery & Cutlery,,FNS,,
,Gourmet & World Food,Oils & Vinegar,,Fragata,,
,"Foodgrains, Oil & Masala",Organic Staples,,Phalada Pure & Sure,,4.7
,Beauty & Hygiene,Skin Care,,Greenberry Organics,,5
,Cleaning & Household,All Purpose Cleaners,,Green Shield,,
,Beauty & Hygiene,Skin Care,,Faces,,
,"Kitchen, Garden & Pets",Storage & Accessories,,DP,,4
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,NUTRASHIL,,5
,Snacks & Branded Foods,Snacks & Namkeen,,Tasties,,4
,Cleaning & Household,All Purpose Cleaners,,bb Combo,,
,"Bakery, Cakes & Dairy",Ice Creams & Desserts,,Amul,,3.1
,Beauty & Hygiene,Oral Care,,Colgate,,
,"Kitchen, Garden & Pets",Kitchen Accessories,,DP,,4
,Gourmet & World Food,Chocolates & Biscuits,,Ice Breakers,,4
,Beauty & Hygiene,Oral Care,,Colgate,,
,Gourmet & World Food,Drinks & Beverages,,Swa Artisanal Syrups,,
,Cleaning & Household,Pooja Needs,,Mangaldeep,,4.3
,Beauty & Hygiene,Health & Medicine,,Baidyanath,,
,Fruits & Vegetables,Cuts & Sprouts,,Fresho,,
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,bb Royal,,
,Snacks & Branded Foods,Frozen Veggies & Snacks,,Amul Happy Treats,,3.4
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Manya,,2.9
,Snacks & Branded Foods,Breakfast Cereals,,Prasukh,,4
,Gourmet & World Food,Cooking & Baking Needs,,Ask Foods,,3.9
,Beauty & Hygiene,Health & Medicine,,Sri Sri Tattva,,
,Beauty & Hygiene,Health & Medicine,,Sri Sri Tattva,,
,Beauty & Hygiene,Skin Care,,StBotanica,,5
,Gourmet & World Food,Drinks & Beverages,,TGL Co.,,
,Beauty & Hygiene,Fragrances & Deos,,Rexona,,3.1
,Cleaning & Household,All Purpose Cleaners,,TYDIBOWL,,5
,Beauty & Hygiene,Men's Grooming,,Bombay Shaving Company,,4
,Beauty & Hygiene,Hair Care,,Sunsilk,,4.2
,Cleaning & Household,Party & Festive Needs,,Hankley,,5
,Beauty & Hygiene,Skin Care,,Khadi Natural,,4.3
,Beauty & Hygiene,Health & Medicine,,NUTRIWISH,,4.3
,Beauty & Hygiene,Health & Medicine,,Regal Essence,,
,Cleaning & Household,"Disposables, Garbage Bag",,Home Mate,,4.7
,Beauty & Hygiene,Men's Grooming,,QRAA,,5
,Beauty & Hygiene,Skin Care,,Moti's,,4.5
,"Kitchen, Garden & Pets",Appliances & Electricals,,Mansaa,,3.8
,Cleaning & Household,Detergents & Dishwash,,BB Home Herbal,,
,"Bakery, Cakes & Dairy",Non Dairy,,Raw Pressery,,3.7
,Beauty & Hygiene,Health & Medicine,,Foresta Organics,,
,Beauty & Hygiene,Skin Care,,Himalaya,,4
,Beauty & Hygiene,Bath & Hand Wash,,Savlon,,4
,Gourmet & World Food,"Pasta, Soup & Noodles",,PastificioG Di Martino,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Eastern,,3
,Beauty & Hygiene,Hair Care,,Aloe Veda,,3.8
,Snacks & Branded Foods,Ready To Cook & Eat,,HappyChef,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Whiskas,,4.4
,Gourmet & World Food,Drinks & Beverages,,Karma Kettle,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,Woh Hup,,4
,Gourmet & World Food,Cereals & Breakfast,,Yoga bar,,
,Cleaning & Household,Bins & Bathroom Ware,,Nakoda,,
,Snacks & Branded Foods,Chocolates & Candies,,ALPENLIEBE,,4.4
,Gourmet & World Food,Tinned & Processed Food,,HappyChef,,
,"Kitchen, Garden & Pets",Steel Utensils,,BB Home,,4.1
,Beauty & Hygiene,Fragrances & Deos,,Wild Stone,,4.5
,Beauty & Hygiene,Makeup,,Lakme,,4.2
,Baby Care,Baby Bath & Hygiene,,Baby Dove,,4.3
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,The Harvest Bowl,,
,Beverages,Tea,,Teamonk,,5
,Beauty & Hygiene,Bath & Hand Wash,,Dettol,,4.3
,Beauty & Hygiene,Bath & Hand Wash,,Lifebuoy,,4.3
,Gourmet & World Food,Cereals & Breakfast,,The Whole Truth,,5
,Baby Care,Baby Bath & Hygiene,,Johnson's baby,,4.5
,Cleaning & Household,Car & Shoe Care,,Ambi pur,,3.8
,Beauty & Hygiene,Health & Medicine,,Jiva Ayurveda,,
,Snacks & Branded Foods,Snacks & Namkeen,,ACT II,,4.1
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,GoodDiet,,
,Snacks & Branded Foods,Biscuits & Cookies,,Britannia,,4.2
,Cleaning & Household,Pooja Needs,,Liberty,,3.7
,"Kitchen, Garden & Pets",Steel Utensils,,Aagam,,3.3
,Beauty & Hygiene,Skin Care,,ST. D'VENCE,,4
,Beauty & Hygiene,Fragrances & Deos,,Tommy Hilfiger,,4
,Beauty & Hygiene,Skin Care,,Lotus Herbals,,4
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Hi-Luxe,,4.3
,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",,Arya Organic,,
,Snacks & Branded Foods,Frozen Veggies & Snacks,,ITC Master Chef,,3.9
,"Foodgrains, Oil & Masala",Organic Staples,,24 Mantra,,4.1
,Beauty & Hygiene,Bath & Hand Wash,,50 Ap ,,
,Beauty & Hygiene,Skin Care,,Globus,,3.5
,Beauty & Hygiene,Men's Grooming,,Park avenue,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Mastercook,,4.5
,Beauty & Hygiene,Fragrances & Deos,,Enchanteur,,3.8
,Beauty & Hygiene,Feminine Hygiene,,Whisper ,,4.2
,Cleaning & Household,Stationery,,Classmate,,4.4
,Beauty & Hygiene,Men's Grooming,,Brylcreem,,5
,Gourmet & World Food,Cereals & Breakfast,,Bobs Red Mill,,
,Snacks & Branded Foods,Chocolates & Candies,,Cadbury,,4.3
,Cleaning & Household,Detergents & Dishwash,,Wild Ideas,,4.4
,Beverages,Energy & Soft Drinks,,Bisleri ,,3.4
,Beauty & Hygiene,Skin Care,,Vaadi,,
,Snacks & Branded Foods,Chocolates & Candies,,Lotte,,4
,Snacks & Branded Foods,Cuts & Sprouts,,Fresho,,4
,"Foodgrains, Oil & Masala",Dals & Pulses,,bb Royal,,4
,Snacks & Branded Foods,Indian Mithai,,IndiSecrets,,
,Beauty & Hygiene,Skin Care,,Neutrogena,,3.4
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Nutty Gritties,,
,Beauty & Hygiene,Fragrances & Deos,,Playboy,,3.7
,Gourmet & World Food,Drinks & Beverages,,Lavazza,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Iyengar Spices & Food Specialists ,,3.5
,Cleaning & Household,"Disposables, Garbage Bag",,Home Mate,,4
,"Kitchen, Garden & Pets",Storage & Accessories,,Polyset,,4.2
,"Bakery, Cakes & Dairy",Dairy,,Epigamia ,,3.9
,Cleaning & Household,Bins & Bathroom Ware,,Magix,,4.7
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Prestige,,3.7
,Gourmet & World Food,Drinks & Beverages,,Sleepy Owl,,
,"Kitchen, Garden & Pets",Storage & Accessories,,Laplast,,3.1
,Beauty & Hygiene,Skin Care,,Mondsub,,5
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Fresho Signature,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Pasabahce,,
,Gourmet & World Food,Tinned & Processed Food,,Habit,,
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,NUTRIWISH,,
,Gourmet & World Food,Drinks & Beverages,,Namhya,,5
,"Bakery, Cakes & Dairy",Dairy,,Milky Mist,,3.7
,"Kitchen, Garden & Pets",Kitchen Accessories,,Ritu,,5
,Beauty & Hygiene,Skin Care,,YVES ROCHER,,5
,Baby Care,Baby Bath & Hygiene,,Johnson's baby,,4.5
,Gourmet & World Food,"Pasta, Soup & Noodles",,Picnic,,3.6
,Beauty & Hygiene,Health & Medicine,,Vedapure,,
,Snacks & Branded Foods,Snacks & Namkeen,,A-1 Chips,,3.7
,"Kitchen, Garden & Pets",Cookware & Non Stick,,HAZEL,,
,Beauty & Hygiene,Skin Care,,Sebamed,,4.3
,Gourmet & World Food,Oils & Vinegar,,Nutriorg,,4.4
,Gourmet & World Food,Chocolates & Biscuits,,Merba,,2.5
,Beauty & Hygiene,Skin Care,,Aroma Treasures,,2
,Beauty & Hygiene,Hair Care,,DELON,,
,Beauty & Hygiene,Bath & Hand Wash,,Opex,,3.3
,Gourmet & World Food,"Sauces, Spreads & Dips",,Ongs,,4.5
,Beverages,Tea,,Wagh Bakri,,4.2
,Beauty & Hygiene,Hair Care,,Jiva Ayurveda,,4
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,La Carne,,
,Gourmet & World Food,"Sauces, Spreads & Dips",,NUTRIWISH,,3.8
,"Kitchen, Garden & Pets",Appliances & Electricals,,Victor,,3.9
,Snacks & Branded Foods,Snacks & Namkeen,,Balaji foods,,4.1
,"Bakery, Cakes & Dairy",Dairy,,D'Lecta,,4.1
,Gourmet & World Food,Tinned & Processed Food,,BORGES,,4
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Tong Garden,,3.2
,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",,bb Popular,,
,Baby Care,Feeding & Nursing,,Poop-cee,,3.7
,Gourmet & World Food,Dairy & Cheese,,MOOZ,,
,Beauty & Hygiene,Health & Medicine,,Kerala Ayurveda,,
,"Kitchen, Garden & Pets",Appliances & Electricals,,Lexton,,2.5
,Gourmet & World Food,Cooking & Baking Needs,,Glint,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,bb Royal,,4.2
,Gourmet & World Food,"Sauces, Spreads & Dips",,Woh Hup,,4.5
,"Foodgrains, Oil & Masala",Masalas & Spices,,Keya,,4.2
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Iveo ,,
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Namoo,,3.6
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Hawkins,,3.8
,Beauty & Hygiene,Bath & Hand Wash,,Godrej Protekt,,3.6
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Claycraft,,3.1
,Beauty & Hygiene,Bath & Hand Wash,,Nyassa,,4.5
,Beauty & Hygiene,Oral Care,,Oral-B,,4.2
,Gourmet & World Food,Cereals & Breakfast,,Post Selects,,
,Cleaning & Household,All Purpose Cleaners,,Maxkleen,,4.3
,Snacks & Branded Foods,Chocolates & Candies,,Uns,,1
,Fruits & Vegetables,Fresh Vegetables,,Fresho,,
,Gourmet & World Food,Cooking & Baking Needs,,On1y,,4.4
,Beauty & Hygiene,Fragrances & Deos,,Wild Stone,,3.7
,Beauty & Hygiene,Skin Care,,INATUR ,,
,Snacks & Branded Foods,Frozen Veggies & Snacks,,Yummiez,,
,Cleaning & Household,Stationery,,Classmate,,
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Trm,,2.8
,Beauty & Hygiene,Fragrances & Deos,,Ajmal,,3.7
,Beauty & Hygiene,Hair Care,,Khadi Natural,,3.5
,Gourmet & World Food,"Pasta, Soup & Noodles",,San Remo,,3.5
,Beauty & Hygiene,Hair Care,,Jovees,,5
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Tong Garden,,
,Beauty & Hygiene,Skin Care,,Aroma Treasures,,3.7
,Snacks & Branded Foods,Ready To Cook & Eat,,Iyers ,,4.1
,Beauty & Hygiene,Health & Medicine,,ORGANIC INDIA,,4.5
,"Bakery, Cakes & Dairy",Dairy,,Nestle ,,4.3
,"Eggs, Meat & Fish","Sausages, Bacon & Salami",,Fresho Signature,,
,Cleaning & Household,Detergents & Dishwash,,Patanjali,,4.3
,Snacks & Branded Foods,Indian Mithai,,Lal,,4.5
,"Eggs, Meat & Fish",Mutton & Lamb,,La Carne,,
,Snacks & Branded Foods,Breakfast Cereals,,Zerobeli,,3.8
,Beauty & Hygiene,Bath & Hand Wash,,Nivea,,4.2
,Gourmet & World Food,Drinks & Beverages,,Chai Point,,
,Beauty & Hygiene,Men's Grooming,,Gillette,,4.4
,Snacks & Branded Foods,Ready To Cook & Eat,,Betty Crocker,,4.3
,Beauty & Hygiene,Skin Care,,MyGlamm,,3.8
,Beauty & Hygiene,Skin Care,,Soulflower,,1
,Beverages,Tea,,Sericha,,3.6
,Beauty & Hygiene,Skin Care,,BIOTIQUE,,4.3
,Baby Care,Diapers & Wipes,,Pampers ,,4.4
,Beauty & Hygiene,Health & Medicine,,ORGANIC INDIA,,4.3
,Gourmet & World Food,Drinks & Beverages,,Toyo Kombucha,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Ocean,,
,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",,Flat Tummies,,
,Snacks & Branded Foods,Breakfast Cereals,,Timios,,3.7
,"Foodgrains, Oil & Masala",Organic Staples,,Organic Tattva,,4.3
,"Kitchen, Garden & Pets",Cookware & Non Stick,,Le Kaviraj,,3.8
,Gourmet & World Food,Cooking & Baking Needs,,Duncan Hines,,4
,Beauty & Hygiene,Bath & Hand Wash,,Vivel,,4.4
,"Kitchen, Garden & Pets",Crockery & Cutlery,,LaOpala,,2.7
,Fruits & Vegetables,Cuts & Sprouts,,Fresho,,
,Gourmet & World Food,Cereals & Breakfast,,True Elements,,
,Fruits & Vegetables,Cuts & Sprouts,,Fresho,,
,Beauty & Hygiene,Skin Care,,Oriental Botanics,,3
,Cleaning & Household,All Purpose Cleaners,,Clean & Fresh,,
,Beauty & Hygiene,Hair Care,,Wellastrate,,3
,Beauty & Hygiene,Bath & Hand Wash,,Wild Ideas,,4.5
,Beverages,Tea,,Teamonk,,3.3
,Gourmet & World Food,"Sauces, Spreads & Dips",,bb Combo,,
,Gourmet & World Food,Cooking & Baking Needs,,True Elements,,
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Krosno - Europe,,
,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",,Ching'S Secret,,
,"Kitchen, Garden & Pets",Pet Food & Accessories,,Pedigree,,4.5
,Beauty & Hygiene,Bath & Hand Wash,,Khadi Natural,,3.8
,Fruits & Vegetables,Organic Fruits & Vegetables,,Fresho,,
,"Foodgrains, Oil & Masala",Masalas & Spices,,Grb,,4.6
,Cleaning & Household,Detergents & Dishwash,,Rin,,4.2
,Gourmet & World Food,"Pasta, Soup & Noodles",,Picnic,,3.5
,"Kitchen, Garden & Pets",Storage & Accessories,,Big Plastics,,
,Snacks & Branded Foods,Snacks & Namkeen,,Sln  ,,3.8
,Fruits & Vegetables,Organic Fruits & Vegetables,,Fresho,,
,"Foodgrains, Oil & Masala",Organic Staples,,Phalada Pure & Sure,,4.3
,"Bakery, Cakes & Dairy",Dairy,,Milky Mist,,4.1
,"Kitchen, Garden & Pets",Crockery & Cutlery,,Claycraft,,2.3
,"Kitchen, Garden & Pets",Steel Utensils,,BB Home,,
,Cleaning & Household,Stationery,,Reynolds,,3
,Beauty & Hygiene,Fragrances & Deos,,Axe,,4.1
,Beauty & Hygiene,Fragrances & Deos,,Zippo,,
,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",,Keya,,4.2
,"Kitchen, Garden & Pets",Steel Utensils,,BB Home,,3.8
,Baby Care,Baby Bath & Hygiene,,Chicco,,
,Cleaning & Household,Stationery,,Nayasa,,
,Gourmet & World Food,Chocolates & Biscuits,,Lindt,,4.7
,Gourmet & World Food,Cooking & Baking Needs,,Puramate,,2
,Fruits & Vegetables,Organic Fruits & Vegetables,,Fresho,,
,Beauty & Hygiene,Bath & Hand Wash,,Bare Essentials,,4.6
,Cleaning & Household,Pooja Needs,,HAZEL,,2.5
,Snacks & Branded Foods,Snacks & Namkeen,,Sanjay ,,3.8
,Snacks & Branded Foods,Breakfast Cereals,,Kelloggs,,4.4
,"Foodgrains, Oil & Masala",Masalas & Spices,,Blv Fine Blend,,4
,"Foodgrains, Oil & Masala",Organic Staples,,Himalayan Natives,,3.5
,Beauty & Hygiene,Bath & Hand Wash,,Panache,,5
,Cleaning & Household,All Purpose Cleaners,,Germi Chek,,3.9
,Snacks & Branded Foods,Snacks & Namkeen,,Ela,,3.8
,Gourmet & World Food,"Pasta, Soup & Noodles",,Real Thai,,4.2
,Cleaning & Household,Fresheners & Repellents,,CamPure,,4.3
,Beauty & Hygiene,Bath & Hand Wash,,Natural Vibes,,5
,Beauty & Hygiene,Makeup,,Just Herbs,,
,Baby Care,Baby Food & Formula,,Slurrp Farm,,3.8
,Gourmet & World Food,Oils & Vinegar,,Nutriorg,,2.3
,Beauty & Hygiene,Fragrances & Deos,,Layerr,,2.6
,Gourmet & World Food,"Sauces, Spreads & Dips",,Barilla,,4.4
,Gourmet & World Food,"Sauces, Spreads & Dips",,Bhuira,,3.5
,Cleaning & Household,"Disposables, Garbage Bag",,BB Home,,4.1
,Beverages,Tea,,Typhoo,,4.1
,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",,Nutty Yogi,,4
,"Kitchen, Garden & Pets",Kitchen Accessories,,TGL Co.,,
